manufacturer,model,year,mileage,selling_condition,grade,fuel,transmission,color,price,car_age
Volkswagen,Tiguan,2010,189391,Nigerian used,D,Petrol,Automatic,blue,1735000,11
Ford,Windstar,2001,110495,Nigerian used,E,Petrol,Automatic,grey,432625,20
Toyota,4Runner,2003,249924,Foreign used,E,Petrol,Automatic,silver,2770000,18
Nissan,Armada,2006,60636,Nigerian used,D,Petrol,Automatic,green,1045000,15
Toyota,Camry,2007,86506,Foreign used,E,Hybrid,Automatic,grey,2607500,14
Honda,Odyssey,2010,195930,Foreign used,C,Petrol,Automatic,grey,2945000,11
Toyota,Sienna,2010,85436,Foreign used,C,Petrol,Automatic,grey,3230000,11
Toyota,Camry,1997,312705,Nigerian used,D,Petrol,Automatic,silver,638750,24
Land Rover,Range Rover Sport,2007,141054,Nigerian used,C,Petrol,Automatic,black,2540000,14
Toyota,Rav4,2007,93000,Nigerian used,C,Petrol,Automatic,black,2045000,14
Mazda,Mpv,2003,160320,Nigerian used,E,Petrol,Automatic,white,723000,18
Nissan,Pathfinder,2005,237033,Nigerian used,C,Petrol,Automatic,blue,1145000,16
Honda,Civic,2009,74365,Nigerian used,C,Petrol,Automatic,silver,1707500,12
Toyota,Highlander,2008,179971,Nigerian used,D,Petrol,Automatic,black,3920000,13
Toyota,Camry,2012,72230,Foreign used,C,Petrol,Automatic,silver,4070000,9
Nissan,Xterra,2002,83840,Nigerian used,D,Petrol,Automatic,green,582500,19
Volkswagen,Golf,2007,92540,Nigerian used,C,Petrol,Automatic,black,1482500,14
Toyota,Corolla,2004,145729,Foreign used,C,Petrol,Automatic,silver,2195000,17
Opel,Zafira,2001,309235,Foreign used,C,Petrol,Automatic,silver,1620000,20
Chevrolet,Malibu,2008,100913,Foreign used,C,Petrol,Automatic,grey,2382500,13
Land Rover,Range Rover Vogue,2006,63296,Nigerian used,D,Petrol,Automatic,black,6910000,15
Kia,Opirus,2004,209541,Nigerian used,C,Petrol,Automatic,silver,1145000,17
Infiniti,Qx,2002,181546,Nigerian used,D,Petrol,Automatic,black,470000,19
Hyundai,Accent,2012,122968,Nigerian used,C,Petrol,Automatic,black,1447500,9
Hyundai,Santa Fe,2012,72356,Nigerian used,C,Petrol,Automatic,grey,3395000,9
Mercedes-Benz,E320,2005,167054,Nigerian used,E,Petrol,Automatic,grey,1932500,16
Land Rover,Range Rover Sport,2011,51658,Nigerian used,C,Petrol,Automatic,black,4035000,10
Toyota,Corolla,2005,280458,Nigerian used,C,Petrol,Automatic,grey,1850000,16
Mercedes-Benz,S600,2002,210000,Nigerian used,E,Petrol,Automatic,black,1390000,19
Toyota,Corolla,2008,228753,Nigerian used,D,Petrol,Automatic,green,1620000,13
Toyota,Avalon,2005,284852,Foreign used,C,Petrol,Automatic,silver,1932500,16
BMW,5 Series,2004,47625,Nigerian used,C,Petrol,Automatic,black,1735000,17
Ford,F-150,2002,150848,Nigerian used,D,Petrol,Automatic,black,987500,19
Volkswagen,Tiguan,2012,81737,Nigerian used,B,Petrol,Automatic,grey,3957500,9
Ford,Focus,2013,114146,Nigerian used,E,Petrol,Automatic,grey,930000,8
Honda,Cr-V,2002,120654,Nigerian used,D,Petrol,Automatic,silver,1032500,19
Suzuki,Alto,2006,17870,Nigerian used,C,Petrol,Automatic,black,1032500,15
Hyundai,Sonata,2011,123528,Nigerian used,C,Petrol,Automatic,black,2425000,10
Honda,Accord,2005,74301,Foreign used,E,Petrol,Automatic,gold,815000,16
Toyota,Matrix,2006,77997,Foreign used,C,Petrol,Automatic,black,2270000,15
Mazda,626,2000,143420,Nigerian used,E,Petrol,Manual,purple,413750,21
Toyota,4Runner,1999,309686,Nigerian used,E,Petrol,Automatic,black,582500,22
Kia,Optima,2012,99942,Nigerian used,C,Petrol,Automatic,grey,3000000,9
Toyota,Corolla,2009,28516,Foreign used,D,Petrol,Automatic,silver,3057500,12
Mercedes-Benz,VBoot,1990,286041,Nigerian used,D,Petrol,Automatic,brown,3460000,31
Volkswagen,Golf,1992,216240,Nigerian used,E,Petrol,Manual,blue,355000,29
Infiniti,Fx,2013,17254,Nigerian used,B,Petrol,Automatic,black,6335000,8
Kia,Rio,2006,199060,Nigerian used,E,Petrol,Manual,black,527500,15
Hyundai,I10,2012,189851,Nigerian used,C,Petrol,Manual,black,642500,9
Toyota,Hilux,2004,256976,Foreign used,C,Diesel,Manual,white,4610000,17
Toyota,Corolla,2013,164953,Nigerian used,C,Petrol,Manual,black,2045000,8
Mercedes-Benz,E350,2011,45000,Nigerian used,B,Petrol,Automatic,blue,5081500,10
Toyota,Sienna,2006,96630,Nigerian used,C,Petrol,Automatic,grey,2885000,15
Toyota,Rav4,2008,122142,Nigerian used,D,Petrol,Automatic,black,1850000,13
Nissan,Murano,2009,210109,Foreign used,C,Petrol,Automatic,grey,3000000,12
Hyundai,Santa Fe,2002,238557,Nigerian used,E,Petrol,Automatic,silver,976250,19
Toyota,Corolla,2008,299999,Foreign used,D,Petrol,Automatic,blue,2540000,13
Hyundai,Accent,2016,31315,Nigerian used,D,Petrol,Automatic,black,2495000,5
Kia,Spectra,2007,90196,Nigerian used,D,Petrol,Automatic,red,863750,14
Lexus,Rx 330,2004,333333,Nigerian used,C,Petrol,Automatic,silver,2832500,17
Chevrolet,Trailblazer,2004,123901,Nigerian used,D,Petrol,Automatic,blue,695000,17
Acura,Mdx,2002,214922,Nigerian used,D,Petrol,Automatic,black,815000,19
Peugeot,406,2001,263253,Nigerian used,C,Petrol,Manual,blue,815000,20
Mercedes-Benz,Gl450,2010,65402,Nigerian used,C,Petrol,Automatic,black,4520000,11
Toyota,Camry,2009,121749,Foreign used,C,Petrol,Automatic,black,2720000,12
Toyota,Corolla,2008,126824,Nigerian used,C,Petrol,Manual,silver,1045000,13
Volkswagen,CC,2014,41532,Nigerian used,C,Petrol,Automatic,blue,3575000,7
Land Rover,Range Rover HSE,2008,123435,Nigerian used,E,Petrol,Automatic,black,1390000,13
Mercedes-Benz,Ml320,2003,193319,Foreign used,D,Petrol,Automatic,blue,1620000,18
Mercedes-Benz,E350,2010,183926,Nigerian used,C,Petrol,Automatic,blue,4840000,11
Toyota,Sequoia,2003,127197,Nigerian used,D,Petrol,Automatic,silver,976250,18
Toyota,4Runner,2002,183321,Nigerian used,E,Petrol,Automatic,silver,638750,19
Nissan,Pathfinder,2000,136651,Nigerian used,E,Petrol,Automatic,wine,585000,21
Lexus,Es,2005,176486,Nigerian used,C,Petrol,Automatic,silver,1735000,16
Mercedes-Benz,Ml350,2008,204436,Foreign used,C,Petrol,Automatic,black,4610000,13
Mercedes-Benz,Gl450,2012,158468,Nigerian used,D,Petrol,Automatic,white,5760000,9
Nissan,Pathfinder,2007,90434,Nigerian used,D,Petrol,Automatic,blue,1145000,14
Toyota,Corolla,2005,87773,Foreign used,E,Petrol,Automatic,blue,2195000,16
Lexus,Es 300,2002,221044,Nigerian used,D,Petrol,Automatic,gold,1600000,19
Toyota,Avalon,1996,262770,Nigerian used,E,Petrol,Automatic,red,413750,25
Honda,Pilot,2012,77559,Nigerian used,C,Petrol,Automatic,blue,4610000,9
Ford,F-150,2008,109462,Foreign used,E,Petrol,Automatic,gold,2870000,13
Toyota,Corolla,2014,118198,Nigerian used,C,Petrol,Automatic,black,3805000,7
Chrysler,Pacifica,2004,92123,Nigerian used,E,Petrol,Automatic,blue,585000,17
Fiat,Fullback,2000,246629,Foreign used,D,Diesel,Manual,white,2310000,21
Peugeot,407,2005,176545,Nigerian used,D,Petrol,Automatic,blue,1160000,16
Toyota,Corolla,2011,198975,Nigerian used,D,Petrol,Automatic,blue,2832500,10
Toyota,Avensis,2006,264509,Foreign used,E,Petrol,Manual,cream,1595000,15
Suzuki,Sx4,2008,134134,Nigerian used,E,Petrol,Automatic,wine,470000,13
Toyota,Avensis,2013,106926,Nigerian used,D,Petrol,Automatic,grey,3230000,8
Land Rover,Range Rover HSE,2008,106587,Nigerian used,E,Petrol,Automatic,grey,4610000,13
Nissan,Pathfinder,2002,154863,Nigerian used,D,Petrol,Automatic,gold,757500,19
Honda,Cr-V,2000,159016,Nigerian used,E,Petrol,Automatic,silver,616250,21
Hyundai,Elantra,2017,10559,Foreign used,C,Petrol,Automatic,red,6335000,4
Lexus,Gs 300,2006,174168,Nigerian used,E,Petrol,Automatic,wine,1735000,15
Toyota,Sienna,2006,287574,Nigerian used,D,Petrol,Automatic,grey,1206000,15
Ford,Mustang,2006,147224,Foreign used,D,Petrol,Automatic,red,2885000,15
Hyundai,I10,2011,68250,Nigerian used,E,Petrol,Automatic,black,757500,10
Nissan,Quest,2000,175250,Nigerian used,E,Petrol,Automatic,blue,815000,21
Infiniti,i35,1996,186690,Nigerian used,D,Petrol,Automatic,gold,391250,25
Lexus,Gs 300,1994,298715,Nigerian used,D,Petrol,Automatic,green,670000,27
Toyota,Rav4,2003,105426,Nigerian used,E,Petrol,Automatic,green,1102500,18
Honda,Odyssey,2015,125168,Foreign used,C,Petrol,Automatic,grey,6545000,6
Nissan,Altima,1999,179999,Nigerian used,E,Petrol,Automatic,black,447000,22
Lexus,Es 300,2002,115081,Foreign used,C,Petrol,Automatic,gold,2425000,19
BMW,3 Series,2009,155960,Foreign used,C,Petrol,Automatic,grey,3000000,12
Land Rover,Range Rover HSE,2009,57854,Nigerian used,D,Petrol,Automatic,grey,2885000,12
Porsche,Cayenne,2005,68679,Nigerian used,D,Petrol,Automatic,black,2540000,16
Audi,A6,1998,203017,Foreign used,E,Petrol,Automatic,grey,930000,23
Nissan,Primera,2005,263401,Foreign used,C,Petrol,Manual,green,1045000,16
Honda,Accord,2006,136949,Nigerian used,D,Petrol,Automatic,grey,930000,15
Acura,Mdx,2001,216511,Nigerian used,E,Petrol,Automatic,black,930000,20
Peugeot,406,2001,215000,Nigerian used,E,Petrol,Automatic,black,470000,20
Mercedes-Benz,Glk350,2012,50943,Foreign used,C,Petrol,Automatic,white,7140000,9
Mazda,Tribute,2002,161968,Nigerian used,D,Petrol,Automatic,grey,527500,19
Jeep,Grand Cherokee,2000,230296,Nigerian used,E,Petrol,Automatic,brown,470000,21
Toyota,Avalon,2006,181914,Nigerian used,C,Petrol,Automatic,grey,1505000,15
Dodge,Ram,1997,153315,Nigerian used,E,Petrol,Automatic,white,1102500,24
Nissan,Almera,1998,106289,Nigerian used,D,Petrol,Manual,silver,355000,23
Volkswagen,Golf,2008,115490,Nigerian used,C,Petroleum Gas,Manual,blue,1620000,13
BMW,320i,2010,69025,Nigerian used,D,Petrol,Automatic,black,1850000,11
Peugeot,607,2003,229154,Foreign used,E,Petrol,Manual,silver,900000,18
Hyundai,Sonata,2011,97922,Nigerian used,C,Petrol,Automatic,grey,1965000,10
Ford,Escape,2013,203863,Nigerian used,D,Petrol,Automatic,black,2540000,8
Nissan,Altima,2007,170495,Foreign used,D,Petrol,Automatic,red,1850000,14
Mercedes-Benz,Gl450,2010,185873,Foreign used,E,Petrol,Automatic,black,6335000,11
Nissan,Primera,2003,104422,Nigerian used,E,Petrol,Automatic,silver,550500,18
Volkswagen,Touareg,2004,99594,Foreign used,D,Petrol,Automatic,grey,1160000,17
Infiniti,Qx56,2013,30625,Nigerian used,C,Petrol,Automatic,black,6910000,8
Kia,Rio,2014,120869,Nigerian used,D,Petrol,Manual,black,757500,7
Honda,Accord,2002,225511,Nigerian used,D,Petrol,Manual,gold,585000,19
Toyota,Camry,2007,117759,Nigerian used,E,Petrol,Automatic,blue,1447500,14
Peugeot,307,2006,342121,Nigerian used,D,Petrol,Manual,blue,527500,15
Audi,A4,2011,54519,Nigerian used,D,Petrol,Automatic,brown,2655000,10
Toyota,Avalon,2012,219133,Foreign used,C,Petrol,Automatic,black,3805000,9
Lexus,Rx 300,2002,295119,Foreign used,C,Petrol,Automatic,white,2252500,19
Peugeot,407,2007,92785,Foreign used,C,Petrol,Automatic,green,1505000,14
Toyota,Highlander,2012,126078,Nigerian used,E,Petrol,Automatic,black,5472500,9
Kia,Opirus,2004,180015,Nigerian used,D,Petrol,Automatic,black,527500,17
Toyota,Corolla,2001,242381,Nigerian used,E,Petrol,Automatic,black,527500,20
Honda,Accord,2007,109064,Nigerian used,D,Petrol,Automatic,black,1160000,14
Toyota,HiAce,2010,227355,Nigerian used,D,Petrol,Manual,white,2600000,11
Ford,Focus,2003,155207,Nigerian used,E,Petrol,Automatic,red,642500,18
Ford,Edge,2007,147856,Nigerian used,C,Petrol,Automatic,black,1965000,14
Toyota,Yaris,2015,128719,Foreign used,C,Petrol,Automatic,white,4247750,6
Toyota,Sienna,2005,102817,Foreign used,C,Petrol,Automatic,silver,3000000,16
Ford,F-150,2001,177241,Nigerian used,E,Petrol,Automatic,red,930000,20
Kia,Rio,2014,118673,Nigerian used,D,Petrol,Automatic,black,1505000,7
Toyota,Corolla,2004,165416,Nigerian used,C,Petrol,Manual,grey,1850000,17
Volkswagen,Passat,2006,87815,Nigerian used,D,Petrol,Automatic,silver,1160000,15
Honda,Civic,2014,101023,Nigerian used,D,Petrol,Manual,black,1965000,7
Lexus,Rx 300,2002,232659,Nigerian used,C,Petrol,Automatic,gold,1735000,19
Honda,Cr-V,2002,233369,Nigerian used,D,Petrol,Automatic,black,815000,19
Lexus,Es,2002,128384,Nigerian used,C,Petrol,Automatic,silver,1735000,19
Toyota,Corolla,2009,102074,Foreign used,E,Petrol,Automatic,grey,2885000,12
Innoson,IVMG5,2013,58333,Nigerian used,E,Petrol,Manual,white,582500,8
Honda,Accord,2005,186908,Nigerian used,E,Petrol,Automatic,silver,930000,16
Toyota,Camry,2009,102674,Foreign used,D,Petrol,Automatic,grey,2080000,12
Toyota,Corolla,2006,188177,Nigerian used,D,Petrol,Automatic,grey,1677500,15
Nissan,Altima,2008,243476,Nigerian used,D,Petrol,Automatic,white,987500,13
Dodge,Charger,2012,148264,Foreign used,C,Petrol,Automatic,blue,5760000,9
BMW,X5,2012,126186,Foreign used,C,Petrol,Automatic,black,6335000,9
Hyundai,Elantra,2013,122397,Nigerian used,C,Petrol,Automatic,black,1914000,8
Lexus,Rx 300,2001,223092,Nigerian used,D,Petrol,Automatic,blue,1160000,20
Nissan,Altima,2002,238050,Nigerian used,E,Petrol,Automatic,silver,470000,19
Land Rover,Range Rover Sport,2008,46683,Nigerian used,D,Petrol,Automatic,silver,3460000,13
Hyundai,Santa Fe,2004,174658,Nigerian used,E,Petrol,Automatic,silver,700000,17
Kia,Sorento,2005,243676,Foreign used,E,Petrol,Automatic,silver,1505000,16
Ford,Edge,2010,86999,Foreign used,C,Petrol,Automatic,silver,2770000,11
Toyota,4Runner,2008,66866,Nigerian used,D,Petrol,Automatic,silver,3345000,13
BMW,X3,2007,132847,Foreign used,D,Petrol,Automatic,black,2080000,14
Hyundai,H1,1998,258197,Nigerian used,E,Petrol,Manual,blue,412500,23
Infiniti,Qx,1999,171963,Nigerian used,D,Petrol,Automatic,black,412500,22
Lexus,Ls,1997,330067,Nigerian used,D,Petrol,Automatic,silver,470000,24
Acura,Mdx,2007,173669,Foreign used,E,Petrol,Automatic,grey,2885000,14
Toyota,Highlander,2008,238517,Foreign used,E,Hybrid,Automatic,wine,4035000,13
Infiniti,Fx,2003,251442,Foreign used,D,Petrol,Automatic,silver,1735000,18
Infiniti,Fx,2005,185965,Nigerian used,E,Petrol,Automatic,black,1217500,16
Nissan,Xterra,2000,143191,Nigerian used,D,Petrol,Automatic,blue,930000,21
Toyota,Camry,1998,145234,Nigerian used,D,Petrol,Automatic,silver,700000,23
Mercedes-Benz,Cls500,2006,49844,Nigerian used,D,Petrol,Automatic,grey,1390000,15
Mercedes-Benz,C300,2010,110755,Nigerian used,C,Petrol,Automatic,black,4610000,11
Toyota,Sienna,2011,156851,Foreign used,C,Petrol,Automatic,silver,5185000,10
Volkswagen,Passat,2011,146084,Nigerian used,D,Petrol,Automatic,black,1850000,10
Toyota,Sienna,2004,112723,Nigerian used,E,Petrol,Automatic,grey,1620000,17
Lexus,Gx,2007,80864,Nigerian used,D,Petrol,Automatic,silver,2655000,14
Nissan,Altima,2014,84806,Nigerian used,C,Petrol,Automatic,silver,2655000,7
Toyota,Prius,2004,288537,Nigerian used,D,Hybrid,Automatic,silver,987500,17
Ford,Escape,2001,180655,Nigerian used,E,Petrol,Automatic,red,723000,20
Ford,Focus,2001,220553,Nigerian used,C,Petrol,Automatic,black,700000,20
Nissan,Murano,2003,130119,Foreign used,D,Petrol,Automatic,gold,1735000,18
Chrysler,200,2015,7150,Foreign used,D,Petrol,Automatic,grey,5760000,6
Kia,Soul,2010,62008,Nigerian used,C,Petrol,Automatic,red,1160000,11
Nissan,Quest,1999,209061,Nigerian used,E,Petrol,Automatic,green,355000,22
Toyota,Camry,2012,74345,Nigerian used,E,Petrol,Automatic,silver,3957500,9
Nissan,Almera,2002,137928,Nigerian used,D,Petrol,Automatic,silver,872500,19
Toyota,Corolla,2010,191781,Nigerian used,D,Petrol,Automatic,silver,1758000,11
Honda,Accord,2015,88093,Foreign used,C,Petrol,Automatic,grey,4610000,6
Toyota,Highlander,2009,85087,Nigerian used,D,Petrol,Automatic,silver,3805000,12
Toyota,Corolla,2015,81653,Foreign used,C,Petrol,Automatic,white,5760000,6
Toyota,Sienna,2000,322270,Nigerian used,D,Petrol,Automatic,blue,642500,21
Toyota,Avalon,2002,206925,Nigerian used,C,Petrol,Automatic,grey,1045000,19
Jaguar,S-Type,2000,249646,Nigerian used,D,Petrol,Automatic,black,585000,21
Toyota,Venza,2009,112626,Nigerian used,C,Petrol,Automatic,brown,3920000,12
BMW,X6,2008,67430,Nigerian used,D,Petrol,Automatic,black,5185000,13
Honda,Accord Crosstour,2011,123456,Foreign used,C,Petrol,Automatic,black,4840000,10
Honda,Accord Crosstour,2011,72377,Nigerian used,E,Petrol,Automatic,white,2310000,10
Honda,Accord,2003,149777,Nigerian used,D,Petrol,Automatic,black,757500,18
Toyota,Corolla,2008,126194,Nigerian used,D,Petrol,Automatic,black,1735000,13
Toyota,Highlander,2011,132402,Foreign used,C,Petrol,Automatic,black,6450000,10
Peugeot,407,2008,175271,Nigerian used,E,Petrol,Manual,grey,700000,13
Ford,Edge,2009,170589,Nigerian used,E,Petrol,Automatic,black,2770000,12
Mercedes-Benz,Gl450,2012,55438,Foreign used,D,Petrol,Automatic,blue,5070000,9
Toyota,Camry,2015,57760,Nigerian used,C,Petrol,Automatic,grey,4955000,6
Honda,Pilot,2009,155689,Foreign used,C,Petrol,Automatic,brown,3230000,12
Nissan,Sentra,2013,40415,Nigerian used,C,Petrol,Automatic,black,2195000,8
Chevrolet,cobalt,2006,94459,Nigerian used,D,Petrol,Automatic,black,700000,15
Ford,Escape,2005,117507,Nigerian used,D,Petrol,Automatic,blue,987500,16
Toyota,Corolla,2015,77020,Foreign used,C,Petrol,Automatic,grey,5800000,6
Mazda,Millenia,2002,173874,Nigerian used,D,Petrol,Automatic,gold,585000,19
Nissan,Xterra,2004,152202,Nigerian used,E,Petrol,Automatic,blue,700000,17
Isuzu,Rodeo,1999,232447,Nigerian used,E,Petrol,Automatic,silver,527500,22
Ford,Explorer,2004,188875,Nigerian used,E,Petrol,Automatic,black,608000,17
Mercedes-Benz,C300,2008,47189,Nigerian used,C,Petrol,Automatic,white,3287500,13
Nissan,Pathfinder,1997,171211,Nigerian used,D,Petrol,Automatic,black,585000,24
Toyota,Camry,2009,195858,Nigerian used,C,Petrol,Automatic,sky blue,2540000,12
Honda,Accord Crosstour,2012,78237,Foreign used,C,Petrol,Automatic,green,3943000,9
Ford,Explorer,2013,105619,Nigerian used,C,Petrol,Automatic,black,3146000,8
Lexus,Es 350,2010,167598,Foreign used,D,Petrol,Automatic,black,4265000,11
Nissan,Xterra,2007,135588,Nigerian used,C,Petrol,Automatic,silver,1275000,14
Volkswagen,Passat,2014,36320,Nigerian used,B,Petrol,Automatic,grey,4610000,7
Mercedes-Benz,Ml350,2008,155268,Nigerian used,C,Petrol,Automatic,silver,2310000,13
Hyundai,H1,1999,190880,Nigerian used,C,Diesel,Manual,green,1102500,22
Honda,Accord,2013,124619,Nigerian used,C,Petrol,Automatic,black,4380000,8
Honda,Civic,2016,50856,Foreign used,E,Petrol,Automatic,blue,6335000,5
Toyota,Corolla,1999,257532,Nigerian used,D,Petrol,Automatic,black,585000,22
Honda,Accord,2012,103412,Nigerian used,C,Petrol,Automatic,grey,1735000,9
Honda,Accord,1995,210609,Nigerian used,D,Petrol,Automatic,blue,389500,26
Honda,Odyssey,2015,142834,Nigerian used,C,Petrol,Automatic,silver,5760000,6
Ford,Explorer,2013,112917,Nigerian used,D,Petrol,Automatic,black,2885000,8
Nissan,Pathfinder,2002,312906,Nigerian used,D,Petrol,Automatic,black,516000,19
Toyota,Camry,2008,185647,Nigerian used,D,Petrol,Automatic,blue,1735000,13
Toyota,Corolla,2003,279693,Nigerian used,C,Petrol,Automatic,black,1505000,18
Nissan,Tiida,2005,169417,Nigerian used,E,Petrol,Automatic,silver,642500,16
Chevrolet,Alero,2012,78206,Foreign used,E,Petrol,Automatic,black,2310000,9
Nissan,Rogue,2008,138085,Foreign used,E,Petrol,Automatic,red,2705000,13
Toyota,Corolla,2010,92933,Nigerian used,D,Petrol,Automatic,silver,1850000,11
Toyota,Camry,2011,65344,Foreign used,E,Petrol,Automatic,red,2770000,10
Toyota,Camry,2010,239049,Foreign used,D,Petrol,Automatic,blue,2942500,11
Kia,Spectra,2008,226204,Nigerian used,D,Petrol,Automatic,red,700000,13
Toyota,Land Cruiser Prado,2007,220543,Nigerian used,C,Petrol,Automatic,black,5760000,14
Dodge,Caravan,2002,201584,Nigerian used,D,Petrol,Automatic,blue,872500,19
Toyota,Corolla,2017,15857,Foreign used,D,Petrol,Automatic,red,7000000,4
Honda,Accord,2001,225705,Nigerian used,E,Petrol,Automatic,silver,470000,20
Acura,Mdx,2001,174056,Nigerian used,D,Petrol,Automatic,gold,930000,20
Honda,Pilot,2011,188695,Foreign used,C,Petrol,Automatic,grey,4840000,10
Toyota,Sienna,2005,110895,Nigerian used,C,Petrol,Automatic,gold,1850000,16
Honda,Accord,2016,44611,Foreign used,B,Petrol,Automatic,grey,6170000,5
Honda,Accord Crosstour,2014,45613,Foreign used,D,Petrol,Automatic,black,5300000,7
Peugeot,307,2003,189522,Foreign used,C,Petrol,Automatic,silver,1735000,18
Volkswagen,Jetta,2002,146060,Nigerian used,E,Petrol,Automatic,blue,470000,19
Toyota,Camry,2016,50484,Foreign used,D,Petrol,Automatic,black,6910000,5
Toyota,Corolla,2008,201328,Nigerian used,E,Petrol,Automatic,blue,1505000,13
Toyota,Corolla,2007,143819,Nigerian used,C,Petrol,Manual,silver,1735000,14
Ford,Taurus,2010,114949,Nigerian used,D,Petrol,Automatic,black,1735000,11
Honda,Accord,2012,156996,Nigerian used,D,Petrol,Automatic,black,1620000,9
Honda,Accord,2003,174710,Nigerian used,D,Petrol,Automatic,black,757500,18
Nissan,Pathfinder,2001,164897,Nigerian used,C,Petrol,Automatic,black,700000,20
Toyota,Camry,2011,141624,Nigerian used,D,Petrol,Automatic,grey,2310000,10
Volkswagen,Jetta,2015,59259,Foreign used,C,Petrol,Automatic,grey,3460000,6
Mercedes-Benz,R350,2006,258529,Foreign used,C,Petrol,Automatic,silver,3270250,15
Hyundai,Accent,2012,120605,Nigerian used,C,Petrol,Automatic,grey,1850000,9
Kia,Rio,2013,77632,Nigerian used,D,Petrol,Manual,black,930000,8
Mazda,Mpv,2001,182517,Nigerian used,E,Petrol,Automatic,silver,907000,20
Toyota,Rav4,2014,119816,Nigerian used,D,Petrol,Automatic,white,4610000,7
Volkswagen,Golf,1997,208124,Foreign used,C,Petrol,Manual,green,930000,24
Nissan,Versa,2008,101995,Foreign used,D,Petrol,Automatic,silver,1677500,13
Mercedes-Benz,E350,2012,48512,Nigerian used,D,Petrol,Automatic,white,6910000,9
Toyota,Camry,2000,242884,Nigerian used,D,Petrol,Automatic,red,834991,21
Ford,Escape,2008,151363,Nigerian used,E,Petrol,Automatic,red,1505000,13
Honda,Accord,2013,100116,Foreign used,D,Petrol,Automatic,black,3506000,8
Honda,Accord,2008,100290,Nigerian used,D,Petrol,Automatic,blue,1390000,13
Peugeot,406,2001,46062,Nigerian used,D,Petrol,Manual,silver,757500,20
Toyota,Camry,2010,176780,Foreign used,C,Petrol,Automatic,black,2885000,11
Mercedes-Benz,E350,2006,184914,Foreign used,C,Petrol,Automatic,grey,2885000,15
Honda,Pilot,2006,226649,Nigerian used,C,Petrol,Automatic,gold,1505000,15
Honda,Pilot,2009,62863,Foreign used,C,Petrol,Automatic,blue,3460000,12
Kia,Mohave,2012,51022,Nigerian used,C,Petrol,Automatic,black,5760000,9
Hyundai,Santa Fe,2006,107420,Nigerian used,C,Petrol,Automatic,blue,1160000,15
Chevrolet,Cruze,2016,111770,Foreign used,C,Petrol,Automatic,white,2000000,5
Chevrolet,Cruze,2016,109269,Foreign used,C,Petrol,Automatic,white,2000000,5
Chevrolet,Cruze,2016,76162,Foreign used,C,Petrol,Automatic,white,2000000,5
Toyota,Camry,2013,132976,Foreign used,E,Petrol,Automatic,grey,4610000,8
Audi,A6,1998,291222,Nigerian used,D,Petrol,Manual,blue,412500,23
Nissan,Pathfinder,2006,132260,Nigerian used,C,Petrol,Automatic,grey,1160000,15
Toyota,Highlander,2003,185502,Nigerian used,D,Petrol,Automatic,white,1677500,18
Kia,Sportage,2013,64428,Nigerian used,C,Petrol,Automatic,grey,5185000,8
Acura,Tl,2005,187134,Foreign used,D,Petrol,Automatic,gold,1620000,16
Lexus,Rx 330,2004,78926,Nigerian used,D,Petrol,Automatic,silver,1505000,17
Toyota,Camry,2011,203483,Foreign used,C,Petrol,Automatic,grey,3115000,10
Dodge,Caravan,2008,252000,Foreign used,E,Petrol,Automatic,blue,2310000,13
Lexus,Lx,1998,213809,Nigerian used,D,Petrol,Automatic,black,930000,23
Lexus,Rx 300,2000,53100,Nigerian used,D,Petrol,Automatic,gold,1505000,21
Lexus,Gs 330,2008,196562,Nigerian used,E,Petrol,Automatic,white,2655000,13
BMW,3 Series,2006,130850,Foreign used,C,Petrol,Automatic,black,3460000,15
Chrysler,200,2012,111128,Foreign used,D,Petrol,Automatic,silver,2310000,9
Nissan,Maxima,2011,66504,Nigerian used,C,Petrol,Automatic,grey,2540000,10
BMW,3 Series,2010,219254,Foreign used,C,Petrol,Automatic,black,3460000,11
Ford,Flex,2011,133998,Foreign used,C,Petrol,Automatic,blue,2310000,10
Acura,Mdx,2008,169865,Nigerian used,C,Petrol,Automatic,gold,2425000,13
Volkswagen,Passat,2010,141301,Nigerian used,E,Petrol,Automatic,black,2310000,11
Lexus,Gx,2006,98909,Nigerian used,C,Petrol,Automatic,silver,5185000,15
Toyota,Sienna,2004,297812,Nigerian used,E,Petrol,Automatic,silver,1160000,17
Nissan,Rogue,2010,158589,Nigerian used,D,Petrol,Automatic,white,2080000,11
Audi,A3,1998,319512,Nigerian used,C,Petrol,Manual,blue,700000,23
Honda,Pilot,2003,212790,Nigerian used,E,Petrol,Automatic,black,872500,18
Toyota,Corolla,2016,84158,Foreign used,D,Petrol,Automatic,brown,4955000,5
Toyota,Solara,2008,150168,Nigerian used,D,Petrol,Automatic,grey,1505000,13
Mercedes-Benz,E350,2013,31285,Nigerian used,D,Petrol,Automatic,black,5760000,8
BMW,3 Series,2007,149148,Nigerian used,D,Petrol,Automatic,black,1160000,14
Toyota,Prius,2006,234419,Nigerian used,D,Hybrid,Automatic,green,2080000,15
Mercedes-Benz,Gl450,2007,149003,Nigerian used,D,Petrol,Automatic,black,2080000,14
Lexus,Rx 330,2004,143252,Nigerian used,D,Petrol,Automatic,gold,2310000,17
Ford,Explorer,2014,99500,Nigerian used,E,Petrol,Automatic,red,2500000,7
